1	0000000000000000	2	0	-----------#	-----------#	-----------#	-----------#
2	01001	2	0	-----------#	-----------#	-----------#	-----------#
3	10001	2	0	-----------#	-----------#	-----------#	-----------#
4	10001	2	0	-----------#	-----------#	-----------#	-----------#
5	00001	2	1	-----------#	-----------#	-----------#	-----------#
6	00001	1	1	-----------#	-----------#	-----------#	-----------#
7	00001	1	2	-----------#	-----------#	-----------#	-----------#
8	00001	1	3	-----------#	-----------#	-----------#	-----------#
9	00001	1	3	-----------#	-----------#	-----------#	-----------#
10	00001	1	4	-----------#	-----------#	-----------#	-----------#
11	00001	1	5	-----------#	-----------#	-----------#	-----------#
12	00001	1	6	-----------#	-----------#	-----------#	-----------#
13	00001	1	7	-----------#	-----------#	-----------#	-----------#
14	00001	1	8	-----------#	-----------#	-----------#	-----------#
15	00001	1	10	-----------#	-----------#	-----------#	-----------#
16	00001	1	10	-----------#	-----------#	-----------#	-----------#
17	01001	1	10	-----------#	-----------#	-----------#	-----------#
18	01001	1	10	-----------#	-----------#	-----------#	-----------#
19	01001	1	10	-----------#	-----------#	-----------#	-----------#
20	01001	2	10	-----------#	-----------#	-----------#	-----------#
21	01001	2	10	-----------#	-----------#	-----------#	-----------#
22	01001	2	10	-----------#	-----------#	-----------#	-----------#
23	01001	2	10	-----------#	-----------#	-----------#	-----------#
24	01001	3	10	-----------#	-----------#	-----------#	-----------#
25	01001	3	10	-----------#	-----------#	-----------#	-----------#
26	01001	4	10	-----------#	-----------#	-----------#	-----------#
27	01001	4	10	-----------#	-----------#	-----------#	-----------#
28	01001	5	10	-----------#	-----------#	-----------#	-----------#
29	01001	5	10	-----------#	-----------#	-----------#	-----------#
30	01001	6	10	-----------#	-----------#	-----------#	-----------#
31	01001	6	10	-----------#	-----------#	-----------#	-----------#
32	01001	7	10	-----------#	-----------#	-----------#	-----------#
33	01001	7	10	-----------#	-----------#	-----------#	-----------#
34	01001	8	10	-----------#	-----------#	-----------#	-------?---#
35	01001	9	10	-----------#	-----------#	-------?---#	-----------#
36	01001	9	10	-----------#	-----------#	-------?---#	-----------#
37	01001	10	10	-----------#	-------?---#	-----------#	-----------#
38	01001	10	10	-----------#	-------?---#	-----------#	-----------#
39	01001	11	10	-------?---#	-----------#	-----------#	------?----#
40	01001	12	10	-----------#	-----------#	------?----#	-----------#
41	01001	12	10	-----------#	-----------#	------?----#	-----------#
42	01001	13	10	-----------#	------?----#	-----------#	-----------#
43	01001	14	10	------?----#	-----------#	-----------#	------?----#
44	01001	14	10	------?----#	-----------#	-----------#	------?----#
45	01001	15	10	-----------#	-----------#	------?----#	-----------#
46	01001	16	10	-----------#	------?----#	-----------#	-----------#
47	01001	16	10	-----------#	------?----#	-----------#	-----------#
48	01001	17	10	------?----#	-----------#	-----------#	-----------#
49	01001	18	10	-----------#	-----------#	-----------#	-------?---#
50	01001	18	10	-----------#	-----------#	-----------#	-------?---#
51	01001	19	10	-----------#	-----------#	-------?---#	-------?---#
52	01001	20	10	-----------#	-------?---#	-------?---#	-------?---#
53	01001	20	10	-----------#	-------?---#	-------?---#	-------?---#
54	01001	21	10	-------?---#	-------?---#	-------?---#	-----------#
55	01001	22	10	-------?---#	-------?---#	-----------#	-----------#
56	01001	22	10	-------?---#	-------?---#	-----------#	-----------#
57	01001	23	10	-------?---#	-----------#	-----------#	-----------#
58	01001	24	10	-----------#	-----------#	-----------#	--------##-#
59	01001	24	10	-----------#	-----------#	-----------#	--------##-#
60	01011	24	10	-----------#	-----------#	-----------#	--------##-#
61	01011	24	10	-----------#	-----------#	-----------#	--------##-#
62	01011	24	9	-----------#	-----------#	-----------#	--------##-#
63	01001	24	8	-----------#	-----------#	-----------#	--------##-#
64	01001	24	8	-----------#	-----------#	-----------#	--------##-#
65	01001	24	7	-----------#	-----------#	-----------#	--------##-#
66	01001	24	7	-----------#	-----------#	-----------#	--------##-#
67	01001	24	7	-----------#	-----------#	-----------#	--------##-#
68	01001	25	7	-----------#	-----------#	--------##-#	--------##-#
69	01001	25	7	-----------#	-----------#	--------##-#	--------##-#
70	01001	25	7	-----------#	-----------#	--------##-#	--------##-#
71	01001	26	7	-----------#	--------##-#	--------##-#	-----------#
72	01001	26	7	-----------#	--------##-#	--------##-#	-----------#
73	01001	26	7	-----------#	--------##-#	--------##-#	-----------#
74	01001	27	7	--------##-#	--------##-#	-----------#	-----------#
75	00001	27	7	--------##-#	--------##-#	-----------#	-----------#
76	00001	28	8	--------##-#	-----------#	-----------#	-----------#
77	00001	28	8	--------##-#	-----------#	-----------#	-----------#
78	00001	28	8	--------##-#	-----------#	-----------#	-----------#
79	00001	29	9	-----------#	-----------#	-----------#	-----------#
80	00001	29	10	-----------#	-----------#	-----------#	-----------#
81	00001	29	10	-----------#	-----------#	-----------#	-----------#
82	01001	29	10	-----------#	-----------#	-----------#	-----------#
83	01001	30	10	-----------#	-----------#	-----------#	-------###-#
84	01001	30	10	-----------#	-----------#	-----------#	-------###-#
85	01001	30	10	-----------#	-----------#	-----------#	-------###-#
86	01011	30	10	-----------#	-----------#	-----------#	-------###-#
87	01011	30	10	-----------#	-----------#	-----------#	-------###-#
88	01011	30	9	-----------#	-----------#	-----------#	-------###-#
89	01011	30	8	-----------#	-----------#	-----------#	-------###-#
90	01011	30	7	-----------#	-----------#	-----------#	-------###-#
91	01011	30	7	-----------#	-----------#	-----------#	-------###-#
92	01011	30	7	-----------#	-----------#	-----------#	-------###-#
93	01001	30	6	-----------#	-----------#	-----------#	-------###-#
94	01001	30	6	-----------#	-----------#	-----------#	-------###-#
95	00001	30	6	-----------#	-----------#	-----------#	-------###-#
96	01001	31	6	-----------#	-----------#	-------###-#	-------###-#
97	01001	31	6	-----------#	-----------#	-------###-#	-------###-#
98	01001	31	6	-----------#	-----------#	-------###-#	-------###-#
99	01001	31	6	-----------#	-----------#	-------###-#	-------###-#
100	01001	32	6	-----------#	-------###-#	-------###-#	-----------#
101	01001	32	6	-----------#	-------###-#	-------###-#	-----------#
102	01001	32	6	-----------#	-------###-#	-------###-#	-----------#
103	00001	33	6	-------###-#	-------###-#	-----------#	-----------#
104	00001	33	7	-------###-#	-------###-#	-----------#	-----------#
105	00001	34	7	-------###-#	-----------#	-----------#	-----------#
106	00001	34	8	-------###-#	-----------#	-----------#	-----------#
107	00001	34	8	-------###-#	-----------#	-----------#	-----------#
108	00001	34	9	-------###-#	-----------#	-----------#	-----------#
109	00001	35	10	-----------#	-----------#	-----------#	-----------#
110	00001	35	10	-----------#	-----------#	-----------#	-----------#
111	01001	35	10	-----------#	-----------#	-----------#	-----------#
112	01001	35	10	-----------#	-----------#	-----------#	-----------#
113	01001	35	10	-----------#	-----------#	-----------#	-----------#
114	01001	36	10	-----------#	-----------#	-----------#	-----------#
115	01001	36	10	-----------#	-----------#	-----------#	-----------#
116	01011	37	10	-----------#	-----------#	-----------#	------------
117	01001	37	10	-----------#	-----------#	-----------#	------------
118	01001	37	9	-----------#	-----------#	-----------#	------------
119	01001	38	9	-----------#	-----------#	------------	------------
120	01001	38	9	-----------#	-----------#	------------	------------
121	01001	39	9	-----------#	------------	------------	------------
122	01001	39	9	-----------#	------------	------------	------------
123	01001	40	10	------------	------------	------------	-----------#
124	01001	41	10	------------	------------	-----------#	-----------#
125	00001	41	10	------------	------------	-----------#	-----------#
126	01001	42	10	------------	-----------#	-----------#	-----------#
127	01001	42	10	------------	-----------#	-----------#	-----------#
128	01001	43	10	-----------#	-----------#	-----------#	-----------#
